Country,Indicator,Value
Latvia,Life expectancy (at birth) (TOTAL),75.37604
Equatorial Guinea,Life expectancy (at birth) (TOTAL),54.31445
Russian Federation,Life expectancy (at birth) (TOTAL),73.23246
Liberia,Life expectancy (at birth) (TOTAL),60.70386
Africa,Life expectancy (at birth) (TOTAL),64.49229
High-income economies,Life expectancy (at birth) (TOTAL),79.82361
Samoa,Life expectancy (at birth) (TOTAL),69.56606
Somalia,Life expectancy (at birth) (TOTAL),51.97965
Guyana,Life expectancy (at birth) (TOTAL),62.96075
Guyana,Life expectancy (at birth) (TOTAL),64.77226
Guinea-Bissau,Life expectancy (at birth) (TOTAL),50.28384
Central African Republic,Life expectancy (at birth) (TOTAL),48.51089
Croatia,Life expectancy (at birth) (TOTAL),76.71532
Sri Lanka,Life expectancy (at birth) (TOTAL),76.86693
Brazil,Life expectancy (at birth) (TOTAL),74.09258
Romania,Life expectancy (at birth) (TOTAL),74.82143
World,Life expectancy (at birth) (TOTAL),73.31331
Ghana,Life expectancy (at birth) (TOTAL),61.99749
Micronesia (Federated States of),Life expectancy (at birth) (TOTAL),62.74269
Peru,Life expectancy (at birth) (TOTAL),77.28428
Lithuania,Life expectancy (at birth) (TOTAL),72.03902
Bahamas,Life expectancy (at birth) (TOTAL),72.91566
Upper-middle-income economies,Life expectancy (at birth) (TOTAL),70.63803
Switzerland,Life expectancy (at birth) (TOTAL),82.61449
Russian Federation,Life expectancy (at birth) (TOTAL),71.29893
Armenia,Life expectancy (at birth) (TOTAL),76.02519
Pakistan,Life expectancy (at birth) (TOTAL),64.18282
Iceland,Life expectancy (at birth) (MALE),81.32974243
India,Life expectancy (at birth) (MALE),65.77192688
Djibouti,Life expectancy (at birth) (TOTAL),65.81488
Grenada,Life expectancy (at birth) (TOTAL),71.96705
Slovenia,Life expectancy (at birth) (TOTAL),80.47
Afghanistan,Life expectancy (at birth) (TOTAL),59.12690353
Africa,Life expectancy (at birth) (TOTAL),63.55244064
Albania,Life expectancy (at birth) (TOTAL),76.39089203
Algeria,Life expectancy (at birth) (TOTAL),75.9776535
Angola,Life expectancy (at birth) (TOTAL),62.13113403
Antigua and Barbuda,Life expectancy (at birth) (TOTAL),76.91526794
Argentina,Life expectancy (at birth) (TOTAL),74.56897736
Armenia,Life expectancy (at birth) (TOTAL),72.98458099
Australia,Life expectancy (at birth) (TOTAL),83.10183716
Austria,Life expectancy (at birth) (TOTAL),80.99297333
Azerbaijan,Life expectancy (at birth) (TOTAL),72.91294098
Bahrain,Life expectancy (at birth) (TOTAL),76.46371
Niger,Life expectancy (at birth) (TOTAL),58.95322
Sri Lanka,Life expectancy (at birth) (TOTAL),71.89227
Mexico,Life expectancy (at birth) (TOTAL),75.1333
Nicaragua,Life expectancy (at birth) (TOTAL),73.25869
Nepal,Life expectancy (at birth) (TOTAL),70.88377
Angola,Life expectancy (at birth) (TOTAL),49.30265
Kiribati,Life expectancy (at birth) (TOTAL),55.7305
Guyana,Life expectancy (at birth) (TOTAL),65.58898
North Macedonia,Life expectancy (at birth) (TOTAL),73.72823
Tajikistan,Life expectancy (at birth) (TOTAL),69.50127
Peru,Life expectancy (at birth) (TOTAL),74.42262
Namibia,Life expectancy (at birth) (TOTAL),60.93765
Botswana,Life expectancy (at birth) (TOTAL),58.1373
Netherlands (Kingdom of the),Life expectancy (at birth) (TOTAL),81.28043
Viet Nam,Life expectancy (at birth) (TOTAL),73.74126
Serbia,Life expectancy (at birth) (TOTAL),74.20436
Bolivia (Plurinational State of),Life expectancy (at birth) (TOTAL),70.34061
Brazil,Life expectancy (at birth) (TOTAL),75.13264
Myanmar,Life expectancy (at birth) (TOTAL),59.994
Oman,Life expectancy (at birth) (TOTAL),70.36497
Haiti,Life expectancy (at birth) (TOTAL),57.04974
Zambia,Life expectancy (at birth) (TOTAL),44.46076
Lower-middle-income economies,Life expectancy (at birth) (TOTAL),69.39185
Republic of Korea,Life expectancy (at birth) (TOTAL),76.21414
Colombia,Life expectancy (at birth) (TOTAL),78.35336
Thailand,Life expectancy (at birth) (TOTAL),71.25484
Trinidad and Tobago,Life expectancy (at birth) (TOTAL),74.61483
El Salvador,Life expectancy (at birth) (TOTAL),73.24693
Guinea-Bissau,Life expectancy (at birth) (TOTAL),58.23238
Argentina,Life expectancy (at birth) (TOTAL),74.08556
Solomon Islands,Life expectancy (at birth) (TOTAL),64.74374
Bahamas,Life expectancy (at birth) (TOTAL),70.43273926
Bahrain,Life expectancy (at birth) (TOTAL),74.3837204
Bangladesh,Life expectancy (at birth) (TOTAL),73.10251617
Barbados,Life expectancy (at birth) (TOTAL),76.84183502
Belarus,Life expectancy (at birth) (TOTAL),73.12324524
Belgium,Life expectancy (at birth) (TOTAL),81.50596619
Syrian Arab Republic,Life expectancy (at birth) (TOTAL),72.67168
Viet Nam,Life expectancy (at birth) (TOTAL),71.44998
Zimbabwe,Life expectancy (at birth) (TOTAL),46.57054
Syrian Arab Republic,Life expectancy (at birth) (TOTAL),64.40233
Democratic Republic of the Congo,Life expectancy (at birth) (TOTAL),57.50722
Belarus,Life expectancy (at birth) (TOTAL),70.38769
Barbados,Life expectancy (at birth) (TOTAL),75.88476
South-East Asia,Life expectancy (at birth) (TOTAL),70.19729
Greece,Life expectancy (at birth) (TOTAL),80.37633
Togo,Life expectancy (at birth) (TOTAL),64.27029
Oman,Life expectancy (at birth) (TOTAL),72.52431
Iraq,Life expectancy (at birth) (TOTAL),70.29305
Honduras,Life expectancy (at birth) (TOTAL),69.81947
Saint Lucia,Life expectancy (at birth) (TOTAL),75.00793
Slovenia,Life expectancy (at birth) (TOTAL),81.30905
Pakistan,Life expectancy (at birth) (TOTAL),62.64254
Cuba,Life expectancy (at birth) (TOTAL),77.76285
Uganda,Life expectancy (at birth) (TOTAL),66.69038
United States of America,Life expectancy (at birth) (TOTAL),78.55634
Lesotho,Life expectancy (at birth) (TOTAL),47.66742
Albania,Life expectancy (at birth) (TOTAL),77.84428
Mongolia,Life expectancy (at birth) (TOTAL),68.09768
Djibouti,Life expectancy (at birth) (TOTAL),61.8674
South Sudan,Life expectancy (at birth) (TOTAL),61.98944
Turkmenistan,Life expectancy (at birth) (TOTAL),63.31976
Czechia,Life expectancy (at birth) (TOTAL),79.1303
Honduras,Life expectancy (at birth) (TOTAL),71.14799
Zambia,Life expectancy (at birth) (TOTAL),62.4529
El Salvador,Life expectancy (at birth) (TOTAL),74.5043
Austria,Life expectancy (at birth) (TOTAL),81.64519
Lithuania,Life expectancy (at birth) (TOTAL),73.14211
Madagascar,Life expectancy (at birth) (TOTAL),65.34995
Republic of Moldova,Life expectancy (at birth) (TOTAL),66.87234
World,Life expectancy (at birth) (TOTAL),70.52787
Kuwait,Life expectancy (at birth) (TOTAL),81.13089
Kenya,Life expectancy (at birth) (TOTAL),64.16978
Lesotho,Life expectancy (at birth) (TOTAL),50.74881
Burkina Faso,Life expectancy (at birth) (TOTAL),60.91832
Latvia,Life expectancy (at birth) (TOTAL),72.93502
Liberia,Life expectancy (at birth) (TOTAL),53.77378
Somalia,Life expectancy (at birth) (TOTAL),56.46892
Panama,Life expectancy (at birth) (TOTAL),78.71516
Netherlands (Kingdom of the),Life expectancy (at birth) (TOTAL),81.79341
Israel,Life expectancy (at birth) (TOTAL),78.57471
Greece,Life expectancy (at birth) (TOTAL),80.09935
Comoros,Life expectancy (at birth) (TOTAL),66.45436
Togo,Life expectancy (at birth) (TOTAL),59.32759
Guatemala,Life expectancy (at birth) (TOTAL),66.78309
Montenegro,Life expectancy (at birth) (TOTAL),73.56364
Montenegro,Life expectancy (at birth) (TOTAL),75.27178
Antigua and Barbuda,Life expectancy (at birth) (TOTAL),76.45393
Luxembourg,Life expectancy (at birth) (TOTAL),78.2397
Mali,Life expectancy (at birth) (TOTAL),59.04575
Luxembourg,Life expectancy (at birth) (TOTAL),82.41467
United Republic of Tanzania,Life expectancy (at birth) (TOTAL),65.3562
Turkmenistan,Life expectancy (at birth) (TOTAL),67.31309
Jordan,Life expectancy (at birth) (TOTAL),77.8223
Lower-middle-income economies,Life expectancy (at birth) (TOTAL),66.38567
South Africa,Life expectancy (at birth) (TOTAL),65.25417
Rwanda,Life expectancy (at birth) (TOTAL),64.43977
Burundi,Life expectancy (at birth) (TOTAL),63.83847
Myanmar,Life expectancy (at birth) (TOTAL),69.1335
Libya,Life expectancy (at birth) (TOTAL),74.60217
Upper-middle-income economies,Life expectancy (at birth) (TOTAL),76.31361
Kuwait,Life expectancy (at birth) (TOTAL),80.96625
Syrian Arab Republic,Life expectancy (at birth) (TOTAL),71.45632
Thailand,Life expectancy (at birth) (TOTAL),76.25385
Cyprus,Life expectancy (at birth) (TOTAL),83.14104
Qatar,Life expectancy (at birth) (TOTAL),74.07913
Cabo Verde,Life expectancy (at birth) (TOTAL),74.03075
High-income economies,Life expectancy (at birth) (TOTAL),80.86676
Burkina Faso,Life expectancy (at birth) (TOTAL),62.7035
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (TOTAL),74.78663
Georgia,Life expectancy (at birth) (TOTAL),72.58078
Benin,Life expectancy (at birth) (TOTAL),56.59007
Gambia,Life expectancy (at birth) (TOTAL),59.24446
Senegal,Life expectancy (at birth) (TOTAL),58.59945
Benin,Life expectancy (at birth) (TOTAL),63.42606
Dominican Republic,Life expectancy (at birth) (TOTAL),72.84367
Sudan,Life expectancy (at birth) (TOTAL),69.14727
Syrian Arab Republic,Life expectancy (at birth) (TOTAL),74.34853
Slovenia,Life expectancy (at birth) (TOTAL),79.5501
Spain,Life expectancy (at birth) (TOTAL),82.33084
Suriname,Life expectancy (at birth) (TOTAL),69.94162
Congo,Life expectancy (at birth) (TOTAL),60.95192
Namibia,Life expectancy (at birth) (TOTAL),64.57598
New Zealand,Life expectancy (at birth) (TOTAL),81.96268
Cambodia,Life expectancy (at birth) (TOTAL),67.21539
Americas,Life expectancy (at birth) (TOTAL),76.78436
Qatar,Life expectancy (at birth) (TOTAL),76.40804
Kyrgyzstan,Life expectancy (at birth) (TOTAL),65.9502
Afghanistan,Life expectancy (at birth) (TOTAL),63.2099
Germany,Life expectancy (at birth) (TOTAL),81.72252
Italy,Life expectancy (at birth) (TOTAL),79.36485
Paraguay,Life expectancy (at birth) (TOTAL),74.98831
Cabo Verde,Life expectancy (at birth) (TOTAL),74.88204
Congo,Life expectancy (at birth) (TOTAL),64.73853
Timor-Leste,Life expectancy (at birth) (TOTAL),68.06429
Qatar,Life expectancy (at birth) (TOTAL),71.29387
Mexico,Life expectancy (at birth) (TOTAL),75.86538
Low-income economies,Life expectancy (at birth) (TOTAL),53.78978
Côte d'Ivoire,Life expectancy (at birth) (TOTAL),50.33079
Yemen,Life expectancy (at birth) (TOTAL),67.46812
Jamaica,Life expectancy (at birth) (TOTAL),74.22007
North Macedonia,Life expectancy (at birth) (TOTAL),73.10848
Israel,Life expectancy (at birth) (TOTAL),82.62151
United States of America,Life expectancy (at birth) (TOTAL),78.49568
Germany,Life expectancy (at birth) (TOTAL),78.09462
Ethiopia,Life expectancy (at birth) (TOTAL),62.91552
Gambia,Life expectancy (at birth) (TOTAL),62.42088
Poland,Life expectancy (at birth) (TOTAL),73.70372
Micronesia (Federated States of),Life expectancy (at birth) (TOTAL),63.02715
Bahamas,Life expectancy (at birth) (TOTAL),70.93668
North Macedonia,Life expectancy (at birth) (TOTAL),74.8186
Guinea,Life expectancy (at birth) (TOTAL),61.00587
Indonesia,Life expectancy (at birth) (TOTAL),70.60569
Suriname,Life expectancy (at birth) (TOTAL),71.48003
Slovakia,Life expectancy (at birth) (TOTAL),77.01103
Comoros,Life expectancy (at birth) (TOTAL),67.3913
Estonia,Life expectancy (at birth) (TOTAL),75.87077
Saudi Arabia,Life expectancy (at birth) (TOTAL),71.75653
United Kingdom of Great Britain and Northern Ireland,Life expectancy (at birth) (TOTAL),80.24544
Cyprus,Life expectancy (at birth) (TOTAL),81.01904
Sao Tome and Principe,Life expectancy (at birth) (TOTAL),69.60426
South Sudan,Life expectancy (at birth) (TOTAL),62.79444
Portugal,Life expectancy (at birth) (TOTAL),76.58447
Europe,Life expectancy (at birth) (TOTAL),75.71659
Afghanistan,Life expectancy (at birth) (TOTAL),61.65429
Hungary,Life expectancy (at birth) (TOTAL),74.576
Canada,Life expectancy (at birth) (TOTAL),81.75909
Chile,Life expectancy (at birth) (TOTAL),78.46236
Hungary,Life expectancy (at birth) (TOTAL),71.33797
United Kingdom of Great Britain and Northern Ireland,Life expectancy (at birth) (TOTAL),81.40353
Chile,Life expectancy (at birth) (TOTAL),79.81646
Bosnia and Herzegovina,Life expectancy (at birth) (TOTAL),76.31874
Belize,Life expectancy (at birth) (TOTAL),74.40823
Canada,Life expectancy (at birth) (TOTAL),82.23827
Pakistan,Life expectancy (at birth) (TOTAL),60.0836
Papua New Guinea,Life expectancy (at birth) (TOTAL),64.48792
Paraguay,Life expectancy (at birth) (TOTAL),74.79564
Maldives,Life expectancy (at birth) (TOTAL),76.99346
Montenegro,Life expectancy (at birth) (TOTAL),74.68839
Mauritania,Life expectancy (at birth) (TOTAL),65.59114
Luxembourg,Life expectancy (at birth) (TOTAL),82.30824
Eastern Mediterranean,Life expectancy (at birth) (TOTAL),69.7439
Iraq,Life expectancy (at birth) (TOTAL),72.42317
United Republic of Tanzania,Life expectancy (at birth) (TOTAL),61.38839
Samoa,Life expectancy (at birth) (TOTAL),70.03727
Finland,Life expectancy (at birth) (TOTAL),79.87524
Bolivia (Plurinational State of),Life expectancy (at birth) (TOTAL),72.13765
Nepal,Life expectancy (at birth) (TOTAL),69.4259
Mexico,Life expectancy (at birth) (TOTAL),74.40966
Malaysia,Life expectancy (at birth) (TOTAL),74.95027
Guinea,Life expectancy (at birth) (TOTAL),58.81324
Iraq,Life expectancy (at birth) (TOTAL),68.77211
Spain,Life expectancy (at birth) (TOTAL),81.69273
Bangladesh,Life expectancy (at birth) (TOTAL),70.28825
Madagascar,Life expectancy (at birth) (TOTAL),62.79004
Italy,Life expectancy (at birth) (TOTAL),82.97414
Americas,Life expectancy (at birth) (TOTAL),75.43713
Eastern Mediterranean,Life expectancy (at birth) (TOTAL),68.38928
Guinea,Life expectancy (at birth) (TOTAL),58.06684
Egypt,Life expectancy (at birth) (TOTAL),70.4922
Sweden,Life expectancy (at birth) (TOTAL),79.57394
Indonesia,Life expectancy (at birth) (TOTAL),68.2616806
Iran (Islamic Republic of),Life expectancy (at birth) (TOTAL),74.71077728
Finland,Life expectancy (at birth) (TOTAL),81.53419495
France,Life expectancy (at birth) (TOTAL),81.92274475
Gabon,Life expectancy (at birth) (TOTAL),65.09381104
Gambia,Life expectancy (at birth) (TOTAL),64.21396637
Georgia,Life expectancy (at birth) (TOTAL),71.24038696
Germany,Life expectancy (at birth) (TOTAL),80.4914093
Ghana,Life expectancy (at birth) (TOTAL),66.10178375
World,Life expectancy (at birth) (TOTAL),71.36869812
Greece,Life expectancy (at birth) (TOTAL),79.59784699
Grenada,Life expectancy (at birth) (TOTAL),72.77322388
Guatemala,Life expectancy (at birth) (TOTAL),68.69573975
Guinea,Life expectancy (at birth) (TOTAL),61.26250839
Guinea-Bissau,Life expectancy (at birth) (TOTAL),58.62801743
Guyana,Life expectancy (at birth) (TOTAL),66.07775116
Haiti,Life expectancy (at birth) (TOTAL),62.45638657
Honduras,Life expectancy (at birth) (TOTAL),68.96309662
Hungary,Life expectancy (at birth) (TOTAL),74.39546967
Iceland,Life expectancy (at birth) (TOTAL),82.57766724
Guatemala,Life expectancy (at birth) (TOTAL),72.01939
Iran (Islamic Republic of),Life expectancy (at birth) (TOTAL),76.66063
Equatorial Guinea,Life expectancy (at birth) (TOTAL),61.12561
Denmark,Life expectancy (at birth) (TOTAL),79.16606
Democratic Republic of the Congo,Life expectancy (at birth) (TOTAL),60.44355
Benin,Life expectancy (at birth) (TOTAL),60.47139
Tajikistan,Life expectancy (at birth) (TOTAL),65.57712
Togo,Life expectancy (at birth) (TOTAL),55.94736
Bolivia (Plurinational State of),Life expectancy (at birth) (TOTAL),66.01998
Lebanon,Life expectancy (at birth) (TOTAL),76.43958
Morocco,Life expectancy (at birth) (TOTAL),69.34715
Republic of Korea,Life expectancy (at birth) (TOTAL),83.3047
Lebanon,Life expectancy (at birth) (TOTAL),75.98468
High-income economies,Life expectancy (at birth) (TOTAL),80.32959
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (TOTAL),74.65737
United Republic of Tanzania,Life expectancy (at birth) (TOTAL),52.4742
Indonesia,Life expectancy (at birth) (TOTAL),67.17435
Sudan,Life expectancy (at birth) (TOTAL),66.55967
Trinidad and Tobago,Life expectancy (at birth) (TOTAL),69.70364
Djibouti,Life expectancy (at birth) (TOTAL),59.84435
Uruguay,Life expectancy (at birth) (TOTAL),77.03117
Germany,Life expectancy (at birth) (TOTAL),80.16794
Cyprus,Life expectancy (at birth) (TOTAL),78.74654
China,Life expectancy (at birth) (TOTAL),71.58401
Ghana,Life expectancy (at birth) (TOTAL),66.27741
Saint Vincent and the Grenadines,Life expectancy (at birth) (TOTAL),72.46788
Sweden,Life expectancy (at birth) (TOTAL),81.74503
Belize,Life expectancy (at birth) (TOTAL),73.32055664
Benin,Life expectancy (at birth) (TOTAL),64.01268768
Congo,Life expectancy (at birth) (TOTAL),63.17262268
Costa Rica,Life expectancy (at birth) (TOTAL),78.63053131
Ethiopia,Life expectancy (at birth) (TOTAL),67.83908844
Europe,Life expectancy (at birth) (TOTAL),76.28729248
Fiji,Life expectancy (at birth) (TOTAL),65.50058746
Dominican Republic,Life expectancy (at birth) (TOTAL),73.2209
Papua New Guinea,Life expectancy (at birth) (TOTAL),63.28541
Brazil,Life expectancy (at birth) (TOTAL),75.90331
Philippines,Life expectancy (at birth) (TOTAL),69.96309
Türkiye,Life expectancy (at birth) (TOTAL),78.62457
Trinidad and Tobago,Life expectancy (at birth) (TOTAL),72.1172
Singapore,Life expectancy (at birth) (TOTAL),82.80753
Switzerland,Life expectancy (at birth) (TOTAL),83.44616
Slovenia,Life expectancy (at birth) (TOTAL),76.05003
Spain,Life expectancy (at birth) (TOTAL),79.08088
Croatia,Life expectancy (at birth) (TOTAL),77.5798
Saudi Arabia,Life expectancy (at birth) (TOTAL),70.52375
Burundi,Life expectancy (at birth) (TOTAL),58.59703
Jordan,Life expectancy (at birth) (FEMALE),78.78378
Venezuela (Bolivarian Republic of),Life expectancy (at birth) (FEMALE),77.87621
Uruguay,Life expectancy (at birth) (FEMALE),78.80497
Ghana,Life expectancy (at birth) (FEMALE),67.41139
Slovenia,Life expectancy (at birth) (FEMALE),79.73648
Eritrea,Life expectancy (at birth) (FEMALE),58.48181
Seychelles,Life expectancy (at birth) (FEMALE),77.14537
Armenia,Life expectancy (at birth) (FEMALE),79.16326
South-East Asia,Life expectancy (at birth) (FEMALE),71.78407
Togo,Life expectancy (at birth) (FEMALE),67.22852
Belize,Life expectancy (at birth) (FEMALE),75.44019318
Benin,Life expectancy (at birth) (FEMALE),66.37542725
Congo,Life expectancy (at birth) (FEMALE),63.79450226
Costa Rica,Life expectancy (at birth) (FEMALE),81.50602722
Europe,Life expectancy (at birth) (FEMALE),79.29950714
Israel,Life expectancy (at birth) (MALE),80.79258
Armenia,Life expectancy (at birth) (MALE),69.38869
Germany,Life expectancy (at birth) (MALE),77.77688
Trinidad and Tobago,Life expectancy (at birth) (MALE),72.54385
Kenya,Life expectancy (at birth) (MALE),52.84553
Jamaica,Life expectancy (at birth) (MALE),74.10396
High-income economies,Life expectancy (at birth) (MALE),77.1116
Tunisia,Life expectancy (at birth) (MALE),74.57684
Burkina Faso,Life expectancy (at birth) (MALE),56.18855
Ghana,Life expectancy (at birth) (MALE),57.74979
Micronesia (Federated States of),Life expectancy (at birth) (MALE),58.45256
Qatar,Life expectancy (at birth) (MALE),78.02834
Russian Federation,Life expectancy (at birth) (MALE),59.01628
Bahrain,Life expectancy (at birth) (MALE),73.8488
Republic of Korea,Life expectancy (at birth) (MALE),77.12246
United Arab Emirates,Life expectancy (at birth) (MALE),74.25413
Tunisia,Life expectancy (at birth) (MALE),73.94846
Eswatini,Life expectancy (at birth) (MALE),44.86095
Czechia,Life expectancy (at birth) (MALE),74.41394
Bolivia (Plurinational State of),Life expectancy (at birth) (MALE),69.43961
Congo,Life expectancy (at birth) (MALE),62.56468
Türkiye,Life expectancy (at birth) (MALE),76.44344
Saint Vincent and the Grenadines,Life expectancy (at birth) (MALE),70.30133
Cameroon,Life expectancy (at birth) (MALE),51.34163
Brazil,Life expectancy (at birth) (MALE),70.57493
Bhutan,Life expectancy (at birth) (MALE),72.03266
Luxembourg,Life expectancy (at birth) (MALE),80.2582
Kuwait,Life expectancy (at birth) (MALE),79.25072
Western Pacific,Life expectancy (at birth) (MALE),69.7961
Malawi,Life expectancy (at birth) (MALE),62.30587
Americas,Life expectancy (at birth) (MALE),72.5291
Guyana,Life expectancy (at birth) (MALE),62.31269
India,Life expectancy (at birth) (MALE),65.68546
Kuwait,Life expectancy (at birth) (MALE),78.76203
Lithuania,Life expectancy (at birth) (MALE),67.48557
Italy,Life expectancy (at birth) (MALE),80.00161
Türkiye,Life expectancy (at birth) (MALE),71.93896
Morocco,Life expectancy (at birth) (MALE),71.37453
Vanuatu,Life expectancy (at birth) (MALE),62.02092
Greece,Life expectancy (at birth) (MALE),78.64125
Grenada,Life expectancy (at birth) (MALE),70.63074
Switzerland,Life expectancy (at birth) (MALE),81.75073
Viet Nam,Life expectancy (at birth) (MALE),67.33482
Central African Republic,Life expectancy (at birth) (MALE),48.1875
Nicaragua,Life expectancy (at birth) (MALE),71.83131
Burkina Faso,Life expectancy (at birth) (MALE),49.92492
High-income economies,Life expectancy (at birth) (MALE),77.80768
Australia,Life expectancy (at birth) (MALE),80.40707
Micronesia (Federated States of),Life expectancy (at birth) (MALE),60.01329
Israel,Life expectancy (at birth) (MALE),79.61967
Haiti,Life expectancy (at birth) (MALE),27.96683
Guatemala,Life expectancy (at birth) (MALE),65.81696
Cuba,Life expectancy (at birth) (MALE),75.54917
Qatar,Life expectancy (at birth) (MALE),77.16736
Austria,Life expectancy (at birth) (MALE),79.44242
Nigeria,Life expectancy (at birth) (MALE),52.16397
Cabo Verde,Life expectancy (at birth) (MALE),70.82956
Sri Lanka,Life expectancy (at birth) (MALE),73.79943
Colombia,Life expectancy (at birth) (MALE),69.71152
Equatorial Guinea,Life expectancy (at birth) (MALE),52.37481
Angola,Life expectancy (at birth) (MALE),46.77004
Namibia,Life expectancy (at birth) (MALE),51.00847
Armenia,Life expectancy (at birth) (MALE),72.48704
World,Life expectancy (at birth) (MALE),64.41902
Japan,Life expectancy (at birth) (MALE),80.69969
High-income economies,Life expectancy (at birth) (MALE),78.38582
Eastern Mediterranean,Life expectancy (at birth) (MALE),68.31121
Trinidad and Tobago,Life expectancy (at birth) (MALE),68.74104
Hungary,Life expectancy (at birth) (MALE),70.62834
Fiji,Life expectancy (at birth) (MALE),65.86063
Cyprus,Life expectancy (at birth) (MALE),76.52765
Peru,Life expectancy (at birth) (MALE),72.86416
Comoros,Life expectancy (at birth) (MALE),65.06989
Norway,Life expectancy (at birth) (MALE),81.07995
Maldives,Life expectancy (at birth) (MALE),78.63379
Albania,Life expectancy (at birth) (MALE),76.1022
New Zealand,Life expectancy (at birth) (MALE),79.12289
Lesotho,Life expectancy (at birth) (MALE),45.07003
Kenya,Life expectancy (at birth) (MALE),63.69933
Uzbekistan,Life expectancy (at birth) (MALE),70.76344
Eastern Mediterranean,Life expectancy (at birth) (MALE),66.03385
Lower-middle-income economies,Life expectancy (at birth) (MALE),66.44492
Guinea,Life expectancy (at birth) (MALE),53.10465
Zambia,Life expectancy (at birth) (MALE),43.69116
South Sudan,Life expectancy (at birth) (MALE),52.05416
Botswana,Life expectancy (at birth) (MALE),57.8261
Sierra Leone,Life expectancy (at birth) (MALE),53.65493
Bolivia (Plurinational State of),Life expectancy (at birth) (MALE),64.81239
Mongolia,Life expectancy (at birth) (MALE),63.44672
Estonia,Life expectancy (at birth) (MALE),73.02783
Slovenia,Life expectancy (at birth) (MALE),78.58624
Sweden,Life expectancy (at birth) (MALE),80.82676
Romania,Life expectancy (at birth) (MALE),70.06802
Senegal,Life expectancy (at birth) (MALE),65.46416
Viet Nam,Life expectancy (at birth) (MALE),68.88122
France,Life expectancy (at birth) (MALE),77.96297
Cuba,Life expectancy (at birth) (MALE),74.58501
Antigua and Barbuda,Life expectancy (at birth) (MALE),74.43078
Algeria,Life expectancy (at birth) (MALE),70.93523
Republic of Korea,Life expectancy (at birth) (MALE),80.32455
Seychelles,Life expectancy (at birth) (MALE),67.80633
Comoros,Life expectancy (at birth) (MALE),60.15296
Pakistan,Life expectancy (at birth) (MALE),59.321
Philippines,Life expectancy (at birth) (MALE),67.40279
Montenegro,Life expectancy (at birth) (MALE),72.26621
Republic of Moldova,Life expectancy (at birth) (MALE),63.14855
Republic of Moldova,Life expectancy (at birth) (MALE),67.18941
Madagascar,Life expectancy (at birth) (MALE),64.09824
Iran (Islamic Republic of),Life expectancy (at birth) (MALE),74.96297
Low-income economies,Life expectancy (at birth) (MALE),60.98525
Honduras,Life expectancy (at birth) (MALE),67.57335
Benin,Life expectancy (at birth) (MALE),54.30958
Estonia,Life expectancy (at birth) (MALE),74.69601
Gambia,Life expectancy (at birth) (MALE),57.17085
Cyprus,Life expectancy (at birth) (MALE),79.88566
Ethiopia,Life expectancy (at birth) (MALE),49.52137
Chad,Life expectancy (at birth) (MALE),57.95362
Kenya,Life expectancy (at birth) (MALE),61.71071
South-East Asia,Life expectancy (at birth) (MALE),69.88226
Estonia,Life expectancy (at birth) (MALE),70.85741
United States of America,Life expectancy (at birth) (MALE),76.30525
Zambia,Life expectancy (at birth) (MALE),59.53606
Zimbabwe,Life expectancy (at birth) (MALE),55.73344
Belgium,Life expectancy (at birth) (MALE),79.28523254
Belize,Life expectancy (at birth) (MALE),71.36484528
Benin,Life expectancy (at birth) (MALE),61.71936035
Comoros,Life expectancy (at birth) (MALE),66.30130768
Congo,Life expectancy (at birth) (MALE),62.53595734
Canada,Life expectancy (at birth) (TOTAL),79.09756
Azerbaijan,Life expectancy (at birth) (TOTAL),70.6707
Mongolia,Life expectancy (at birth) (TOTAL),60.52023
Tonga,Life expectancy (at birth) (TOTAL),70.91869
Seychelles,Life expectancy (at birth) (TOTAL),73.19635
Eritrea,Life expectancy (at birth) (TOTAL),63.57308579
Estonia,Life expectancy (at birth) (TOTAL),77.13131714
Eswatini,Life expectancy (at birth) (TOTAL),54.59267044
Türkiye,Life expectancy (at birth) (TOTAL),75.27239227
Turkmenistan,Life expectancy (at birth) (TOTAL),69.12049103
Uganda,Life expectancy (at birth) (TOTAL),65.98577881
Ukraine,Life expectancy (at birth) (TOTAL),70.90674591
Gabon,Life expectancy (at birth) (MALE),56.14642
Gambia,Life expectancy (at birth) (MALE),60.59109
Central African Republic,Life expectancy (at birth) (TOTAL),50.53056
Chile,Life expectancy (at birth) (TOTAL),76.77242
Argentina,Life expectancy (at birth) (TOTAL),76.57514
Madagascar,Life expectancy (at birth) (TOTAL),64.18649
Lithuania,Life expectancy (at birth) (TOTAL),74.37679
Honduras,Life expectancy (at birth) (TOTAL),70.03738
South Sudan,Life expectancy (at birth) (TOTAL),54.1488
Eritrea,Life expectancy (at birth) (TOTAL),64.08144
Cuba,Life expectancy (at birth) (TOTAL),77.65455
Chad,Life expectancy (at birth) (TOTAL),51.07935
Panama,Life expectancy (at birth) (TOTAL),77.53473
Cambodia,Life expectancy (at birth) (TOTAL),70.12289
Libya,Life expectancy (at birth) (TOTAL),76.03725
Algeria,Life expectancy (at birth) (TOTAL),77.13415
Lao People's Democratic Republic,Life expectancy (at birth) (TOTAL),68.51331
